ID;FASE;ÁREA;TAREA;DESCRIPCIÓN;ARCHIVOS_O_RECURSOS;DEPENDENCIAS;ESTADO;PRUEBA;CRITERIO_DE_ACEPTACIÓN;EVIDENCIA
LB5-009;LB-5 — Documentos administrativos reales;Plantillas;Crear plantilla de Informe de Necesidad;Estructura y tokens.;templates/need-report/;LB5-002, LB5-006, LB5-007;PENDIENTE;npm run test:documents o revisión indicada;Plantilla completa.;Test/documento
LB5-010;LB-5 — Documentos administrativos reales;Plantillas;Crear plantilla de Insuficiencia de Medios;Aplicable cuando proceda y con condiciones de uso.;templates/means-insufficiency/;LB5-002, LB5-006, LB5-007;PENDIENTE;npm run test:documents o revisión indicada;Plantilla completa.;Test/documento
LB5-011;LB-5 — Documentos administrativos reales;Plantillas;Crear plantilla de Resolución de Inicio;Estructura y fundamentos.;templates/start-resolution/;LB5-002, LB5-006, LB5-007;PENDIENTE;npm run test:documents o revisión indicada;Plantilla completa.;Test/documento
LB5-012;LB-5 — Documentos administrativos reales;Plantillas;Crear plantilla PCAP MVP;Cuadro resumen, cláusulas y anexos del caso.;templates/pcap/;LB5-002, LB5-006, LB5-007;PENDIENTE;npm run test:documents o revisión indicada;Plantilla completa para el alcance.;Test/documento
LB5-013;LB-5 — Documentos administrativos reales;Plantillas;Crear plantilla PPT MVP;Objeto, alcance, prestaciones, entregables, control y aceptación.;templates/ppt/;LB5-002, LB5-006, LB5-007;PENDIENTE;npm run test:documents o revisión indicada;Plantilla completa para el alcance.;Test/documento
LB5-014;LB-5 — Documentos administrativos reales;Generación;Implementar MemoryGenerator canónico;Transformar contexto validado a DocumentModel.;src/application/documents/generators/MemoryGenerator.ts;LB5-003, LB5-008;PENDIENTE;npm run test:documents o revisión indicada;Genera modelo completo.;Test/documento
LB5-015;LB-5 — Documentos administrativos reales;Generación;Implementar NeedReportGenerator canónico;Generar informe de necesidad.;src/application/documents/generators/NeedReportGenerator.ts;LB5-003, LB5-009;PENDIENTE;npm run test:documents o revisión indicada;Genera modelo completo.;Test/documento
LB5-016;LB-5 — Documentos administrativos reales;Generación;Implementar MeansInsufficiencyGenerator;Generar o marcar no aplicable según decisión.;src/application/documents/generators/MeansInsufficiencyGenerator.ts;LB5-003, LB5-010;PENDIENTE;npm run test:documents o revisión indicada;Comportamiento condicional correcto.;Test/documento
LB5-017;LB-5 — Documentos administrativos reales;Generación;Implementar StartResolutionGenerator;Generar resolución de inicio.;src/application/documents/generators/StartResolutionGenerator.ts;LB5-003, LB5-011;PENDIENTE;npm run test:documents o revisión indicada;Genera modelo completo.;Test/documento
LB5-018;LB-5 — Documentos administrativos reales;Generación;Implementar PCAPGenerator canónico;Generar PCAP del caso MVP con decisiones y fuentes.;src/application/documents/generators/PCAPGenerator.ts;LB5-003, LB5-012;PENDIENTE;npm run test:documents o revisión indicada;Genera todos los apartados del alcance.;Test/documento
LB5-019;LB-5 — Documentos administrativos reales;Generación;Implementar PPTGenerator canónico;Generar PPT del caso MVP.;src/application/documents/generators/PPTGenerator.ts;LB5-003, LB5-013;PENDIENTE;npm run test:documents o revisión indicada;Genera todos los apartados del alcance.;Test/documento
LB5-020;LB-5 — Documentos administrativos reales;Validación;Implementar DocumentValidator canónico;Comprobar obligatorios, incoherencias, fuentes y decisiones no validadas.;src/application/documents/DocumentValidator.ts;LB5-014 a LB5-019;PENDIENTE;npm run test:documents o revisión indicada;Bloquea documentos defectuosos.;Test/documento
LB5-021;LB-5 — Documentos administrativos reales;Exportación;Seleccionar librería DOCX;Evaluar docx u otra alternativa compatible con entorno y licencia.;docs/architecture/ADR-0018-DOCX.md;LB5-007;PENDIENTE;npm run test:documents o revisión indicada;Decisión registrada.;Test/documento
LB5-022;LB-5 — Documentos administrativos reales;Exportación;Implementar DOCX real;Renderizar DocumentModel a Word editable.;src/infrastructure/export/DocxExporter.ts;LB5-020, LB5-021;PENDIENTE;npm run test:documents o revisión indicada;Fichero abre en Word/LibreOffice y es editable.;Test/documento
LB5-023;LB-5 — Documentos administrativos reales;Exportación;Validar estructura interna DOCX;Comprobar ZIP OOXML, document.xml y relaciones.;tests/export/docx-structure.test.ts;LB5-022;PENDIENTE;npm run test:documents o revisión indicada;DOCX técnicamente válido.;Test/documento
LB5-024;LB-5 — Documentos administrativos reales;Exportación;Seleccionar estrategia PDF;Definir conversión reproducible desde DOCX/HTML o generador PDF.;docs/architecture/ADR-0019-PDF.md;LB5-021;PENDIENTE;npm run test:documents o revisión indicada;Decisión registrada.;Test/documento
LB5-025;LB-5 — Documentos administrativos reales;Exportación;Implementar PDF real;Generar PDF válido desde fuente documental aprobada.;src/infrastructure/export/PdfExporter.ts;LB5-024;PENDIENTE;npm run test:documents o revisión indicada;PDF abre, pagina y contiene texto seleccionable.;Test/documento
LB5-026;LB-5 — Documentos administrativos reales;Exportación;Implementar ZIP real;Empaquetar documentos y manifiesto.;src/infrastructure/export/ZipExporter.ts;LB5-022, LB5-025;PENDIENTE;npm run test:documents o revisión indicada;ZIP válido y extraíble.;Test/documento
LB5-027;LB-5 — Documentos administrativos reales;Integridad;Generar manifiesto y checksums;Registrar ruta, tamaño, versión y SHA-256.;src/infrastructure/export/ManifestGenerator.ts;LB5-026;PENDIENTE;npm run test:documents o revisión indicada;Manifest reproduce los archivos.;Test/documento
LB5-028;LB-5 — Documentos administrativos reales;Comparación;Crear checklist visual contra modelos;Comparar tipografía, márgenes, encabezados, pies, tablas y numeración.;tests/golden/documents/;LB5-022, LB5-025;PENDIENTE;npm run test:documents o revisión indicada;Checklist aprobado para cada documento.;Test/documento
LB5-029;LB-5 — Documentos administrativos reales;Golden tests;Crear documentos de referencia;Conservar salidas aceptadas del caso MVP.;tests/golden/documents/approved/;LB5-028;PENDIENTE;npm run test:documents o revisión indicada;Comparación automatizable.;Test/documento
LB5-030;LB-5 — Documentos administrativos reales;Auditoría;Registrar versión documental y fuentes;Cada documento debe señalar versión del expediente, reglas y plantilla.;src/domain/documents/DocumentMetadata.ts;LB5-014 a LB5-027;PENDIENTE;npm run test:documents o revisión indicada;Metadatos completos.;Test/documento
LB5-031;LB-5 — Documentos administrativos reales;Manual;Documentar generación y exportación;Explicar plantillas, validación y resolución de errores.;docs/documents/GENERATION_GUIDE.md;LB5-030;PENDIENTE;npm run test:documents o revisión indicada;Guía reproducible.;Test/documento
LB5-032;LB-5 — Documentos administrativos reales;Puerta;Cerrar LB-5;Generar Memoria, informes, PCAP y PPT reales en DOCX y PDF para el MVP.;tests/golden/documents/output/;LB5-001 a LB5-031;PENDIENTE;npm run test:documents && npm run generate:mvp-documents;Documentos editables y comparables con los modelos, revisión aprobada.;Acta de cierre LB-5
LB6-001;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;Seleccionar framework HTTP;Comparar Fastify/Express u opción equivalente y registrar ADR.;docs/architecture/ADR-0020-HTTP.md;LB3-024;PENDIENTE;npm test / npm run e2e / revisión indicada;Framework compatible y mantenible.;Test/documento
LB6-002;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;Crear servidor y configuración;Servidor, health endpoint, CORS controlado y apagado limpio.;"src/api/server.ts; src/api/app.ts";LB6-001, LB1-049;PENDIENTE;npm test / npm run e2e / revisión indicada;GET /health responde.;Test/documento
LB6-003;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;Definir DTOs y validación;DTOs de expediente, decisiones, generación y exportación.;src/api/dto/;LB2-035, LB2-020;PENDIENTE;npm test / npm run e2e / revisión indicada;Entradas inválidas se rechazan.;Test/documento
LB6-004;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;POST /expedientes;Crear expediente.;src/api/routes/expedientes.ts;LB6-002, LB6-003, LB3-002;PENDIENTE;npm test / npm run e2e / revisión indicada;201 y entidad persistida.;Test/documento
LB6-005;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;GET /expedientes;Listar con paginación básica.;src/api/routes/expedientes.ts;LB6-004;PENDIENTE;npm test / npm run e2e / revisión indicada;Respuesta tipada.;Test/documento
LB6-006;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;GET /expedientes/:id;Consultar expediente.;src/api/routes/expedientes.ts;LB6-004;PENDIENTE;npm test / npm run e2e / revisión indicada;200/404 correctos.;Test/documento
LB6-007;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;PUT /expedientes/:id;Actualizar con control de versión.;src/api/routes/expedientes.ts;LB6-006;PENDIENTE;npm test / npm run e2e / revisión indicada;Actualización auditada.;Test/documento
LB6-008;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;DELETE /expedientes/:id;Borrado lógico o política aprobada.;src/api/routes/expedientes.ts;LB6-006;PENDIENTE;npm test / npm run e2e / revisión indicada;Política y auditoría correctas.;Test/documento
LB6-009;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;POST /expedientes/:id/analyze;Ejecutar motores normativos del alcance.;src/api/routes/analysis.ts;LB4-036, LB6-006;PENDIENTE;npm test / npm run e2e / revisión indicada;Devuelve decisiones explicadas.;Test/documento
LB6-010;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;POST /expedientes/:id/validate;Validar/modificar/rechazar propuestas.;src/api/routes/decisions.ts;LB6-009;PENDIENTE;npm test / npm run e2e / revisión indicada;Acción humana registrada.;Test/documento
LB6-011;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;GET decisions/explanations;Consultar decisiones y motivaciones.;src/api/routes/decisions.ts;LB6-010;PENDIENTE;npm test / npm run e2e / revisión indicada;Respuesta con fuentes.;Test/documento
LB6-012;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;POST /generate;Generar documentos validados.;src/api/routes/documents.ts;LB5-032, LB6-010;PENDIENTE;npm test / npm run e2e / revisión indicada;Devuelve documentos y estado.;Test/documento
LB6-013;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;POST /export;Exportar formatos reales.;src/api/routes/export.ts;LB5-032, LB6-012;PENDIENTE;npm test / npm run e2e / revisión indicada;Descarga real.;Test/documento
LB6-014;LB-6 — API, interfaz, IA integrada y exportación operativa;Backend;GET /audit;Consultar trazabilidad del expediente.;src/api/routes/audit.ts;LB3-016, LB6-006;PENDIENTE;npm test / npm run e2e / revisión indicada;Secuencia completa.;Test/documento
LB6-015;LB-6 — API, interfaz, IA integrada y exportación operativa;Seguridad;Definir modelo de usuario y roles;"Técnico, administrador y auditor; mínimo privilegio.";"src/domain/security/; docs/security/ROLES.md";LB6-002;PENDIENTE;npm test / npm run e2e / revisión indicada;Permisos documentados.;Test/documento
LB6-016;LB-6 — API, interfaz, IA integrada y exportación operativa;Seguridad;Implementar autenticación piloto;Mecanismo mínimo aprobado para el piloto.;src/api/security/;LB6-015;PENDIENTE;npm test / npm run e2e / revisión indicada;Rutas protegidas.;Test/documento
LB6-017;LB-6 — API, interfaz, IA integrada y exportación operativa;Seguridad;Implementar autorización;Control por acción y expediente.;src/api/security/authorization.ts;LB6-016;PENDIENTE;npm test / npm run e2e / revisión indicada;Tests 401/403/200.;Test/documento
LB6-018;LB-6 — API, interfaz, IA integrada y exportación operativa;Seguridad;Integrar gestión de secretos;Variables de entorno, validación y redacción en logs.;"src/infrastructure/config/SecretsManager.ts; .env.example";LB2-024, LB6-016;PENDIENTE;npm test / npm run e2e / revisión indicada;No hay secretos en repo/logs.;Test/documento
LB6-019;LB-6 — API, interfaz, IA integrada y exportación operativa;IA;Consolidar AIManager y providers;Adaptar ProviderRegistry, ProviderHealth y construcción por DI.;src/infrastructure/ai/;LB2-038, LB6-018;PENDIENTE;npm test / npm run e2e / revisión indicada;AIManager compila y puede usar provider mock.;Test/documento
LB6-020;LB-6 — API, interfaz, IA integrada y exportación operativa;IA;Crear provider mock determinista;Permitir tests sin red ni coste.;src/infrastructure/ai/providers/MockProvider.ts;LB6-019;PENDIENTE;npm test / npm run e2e / revisión indicada;Respuestas reproducibles.;Test/documento
LB6-021;LB-6 — API, interfaz, IA integrada y exportación operativa;IA;Definir prompts versionados;CPV, procedimiento, solvencia, cláusulas, redacción y revisión.;"prompts/; prompts/VERSION.json";LB4-036, LB6-019;PENDIENTE;npm test / npm run e2e / revisión indicada;Prompts trazables.;Test/documento
LB6-022;LB-6 — API, interfaz, IA integrada y exportación operativa;IA;Implementar grounding;Enviar únicamente contexto, reglas y fuentes necesarias.;src/application/ai/GroundedAssistant.ts;LB6-021;PENDIENTE;npm test / npm run e2e / revisión indicada;Respuesta enlaza evidencias.;Test/documento
LB6-023;LB-6 — API, interfaz, IA integrada y exportación operativa;IA;Implementar revisión de respuesta;Detectar fuentes ausentes, afirmaciones no soportadas y formato inválido.;src/application/ai/AIResponseValidator.ts;LB6-022;PENDIENTE;npm test / npm run e2e / revisión indicada;Respuestas no fundamentadas se bloquean.;Test/documento
LB6-024;LB-6 — API, interfaz, IA integrada y exportación operativa;IA;Implementar costes, timeout y fallback;Registrar consumo y degradar a modo determinista.;src/infrastructure/ai/;LB6-019;PENDIENTE;npm test / npm run e2e / revisión indicada;Fallos no bloquean el expediente.;Test/documento
LB6-025;LB-6 — API, interfaz, IA integrada y exportación operativa;Frontend;Seleccionar stack y crear build;Consolidar el esqueleto React y dependencias.;"frontend/package.json; frontend/tsconfig.json";LB6-002;PENDIENTE;npm test / npm run e2e / revisión indicada;Frontend arranca.;Test/documento
LB6-026;LB-6 — API, interfaz, IA integrada y exportación operativa;Frontend;Crear shell y navegación principal;Menú Crear, Consultar, Revisar y Biblioteca.;frontend/src/;LB6-025;PENDIENTE;npm test / npm run e2e / revisión indicada;Navegación operativa.;Test/documento
LB6-027;LB-6 — API, interfaz, IA integrada y exportación operativa;Frontend;Crear wizard: identificación y necesidad;Preguntas mínimas y guardado progresivo.;frontend/src/features/wizard/;LB6-004, LB6-026;PENDIENTE;npm test / npm run e2e / revisión indicada;Crea expediente parcial.;Test/documento
LB6-028;LB-6 — API, interfaz, IA integrada y exportación operativa;Frontend;Crear wizard: objeto, presupuesto y medios;Continuación del formulario guiado.;frontend/src/features/wizard/;LB6-027;PENDIENTE;npm test / npm run e2e / revisión indicada;Datos persistidos.;Test/documento
LB6-029;LB-6 — API, interfaz, IA integrada y exportación operativa;Frontend;Crear pantalla de propuestas;Mostrar decisión, justificación, fuente, confianza y riesgos.;frontend/src/features/decisions/;LB6-009, LB6-028;PENDIENTE;npm test / npm run e2e / revisión indicada;Propuestas legibles.;Test/documento
LB6-030;LB-6 — API, interfaz, IA integrada y exportación operativa;Frontend;Crear validación humana;Botones Validar, Modificar y Rechazar con comentario.;frontend/src/features/decisions/;LB6-010, LB6-029;PENDIENTE;npm test / npm run e2e / revisión indicada;Decisión registrada.;Test/documento
LB6-031;LB-6 — API, interfaz, IA integrada y exportación operativa;Frontend;Crear gestor de expedientes;Listado, búsqueda y apertura.;frontend/src/features/expedientes/;LB6-005, LB6-026;PENDIENTE;npm test / npm run e2e / revisión indicada;Consulta operativa.;Test/documento
LB6-032;LB-6 — API, interfaz, IA integrada y exportación operativa;Frontend;Crear visor documental;Previsualizar estructura y validaciones.;frontend/src/features/documents/;LB6-012, LB6-030;PENDIENTE;npm test / npm run e2e / revisión indicada;Vista de documentos.;Test/documento
LB6-033;LB-6 — API, interfaz, IA integrada y exportación operativa;Frontend;Crear descargas y paquete;Descargar DOCX, PDF y ZIP.;frontend/src/features/export/;LB6-013, LB6-032;PENDIENTE;npm test / npm run e2e / revisión indicada;Descargas válidas.;Test/documento
LB6-034;LB-6 — API, interfaz, IA integrada y exportación operativa;Frontend;Crear visor de auditoría;Mostrar timeline por expediente.;frontend/src/features/audit/;LB6-014, LB6-031;PENDIENTE;npm test / npm run e2e / revisión indicada;Trazabilidad visible.;Test/documento
LB6-035;LB-6 — API, interfaz, IA integrada y exportación operativa;Accesibilidad;Aplicar accesibilidad y lenguaje claro;Teclado, etiquetas, contraste y mensajes comprensibles.;"frontend/src/; tests/accessibility/";LB6-026 a LB6-034;PENDIENTE;npm test / npm run e2e / revisión indicada;Chequeo axe sin incidencias críticas.;Test/documento
LB6-036;LB-6 — API, interfaz, IA integrada y exportación operativa;Integración;Configurar proxy y cliente API tipado;Cliente central y manejo uniforme de errores.;frontend/src/api/;LB6-025, LB6-002;PENDIENTE;npm test / npm run e2e / revisión indicada;Frontend consume API.;Test/documento
LB6-037;LB-6 — API, interfaz, IA integrada y exportación operativa;E2E;Crear prueba navegador del recorrido MVP;Crear, analizar, validar, generar, exportar y consultar.;tests/e2e/mvp.spec.ts;LB6-004 a LB6-036;PENDIENTE;npm test / npm run e2e / revisión indicada;E2E verde.;Test/documento
LB6-038;LB-6 — API, interfaz, IA integrada y exportación operativa;Despliegue;Crear configuración local reproducible;Scripts para iniciar backend y frontend sin instalaciones globales.;"package.json; frontend/package.json; README.md";LB6-037;PENDIENTE;npm test / npm run e2e / revisión indicada;Un comando documentado arranca ambos.;Test/documento
LB6-039;LB-6 — API, interfaz, IA integrada y exportación operativa;Manual;Crear guía de uso del piloto;Explicar recorrido, límites y validación humana.;docs/user/PILOT_GUIDE.md;LB6-037;PENDIENTE;npm test / npm run e2e / revisión indicada;Usuario de prueba puede seguirla.;Test/documento
LB6-040;LB-6 — API, interfaz, IA integrada y exportación operativa;Puerta;Cerrar LB-6;Ejecutar el recorrido completo desde navegador con provider mock y exportaciones reales.;Aplicación integrada;LB6-001 a LB6-039;PENDIENTE;npm run test && npm run e2e;Usuario crea, valida, genera, descarga y consulta el expediente.;Acta de cierre LB-6
LB7-001;LB-7 — Calidad, seguridad, piloto y uso real;QA;Definir estrategia de pruebas;Pirámide unitarias, integración, normativa, documentos y E2E.;docs/qa/TEST_STRATEGY.md;LB6-040;PENDIENTE;Prueba/revisión indicada;Cobertura y responsables definidos.;Test/documento/acta
LB7-002;LB-7 — Calidad, seguridad, piloto y uso real;QA;Establecer umbrales de cobertura;Definir mínimos por módulos críticos.;"vitest.config.ts; docs/qa/";LB7-001;PENDIENTE;Prueba/revisión indicada;CI falla bajo umbral.;Test/documento/acta
LB7-003;LB-7 — Calidad, seguridad, piloto y uso real;QA;Completar unit tests de repositorios;CRUD, errores, concurrencia básica y backups.;tests/unit/repositories/;LB7-001;PENDIENTE;Prueba/revisión indicada;Suite verde.;Test/documento/acta
LB7-004;LB-7 — Calidad, seguridad, piloto y uso real;QA;Completar unit tests de RuleEngine;Prioridad, conflictos, vigencia y evidencia.;tests/unit/rules/;LB4-036, LB7-001;PENDIENTE;Prueba/revisión indicada;Suite verde.;Test/documento/acta
LB7-005;LB-7 — Calidad, seguridad, piloto y uso real;QA;Completar unit tests de CPV;Matching, jerarquía, sinónimos y confianza.;tests/unit/cpv/;LB4-036, LB7-001;PENDIENTE;Prueba/revisión indicada;Suite verde.;Test/documento/acta
LB7-006;LB-7 — Calidad, seguridad, piloto y uso real;QA;Completar unit tests de procedimiento y solvencia;Casos y límites.;tests/unit/legal/;LB4-036, LB7-001;PENDIENTE;Prueba/revisión indicada;Suite verde.;Test/documento/acta
LB7-007;LB-7 — Calidad, seguridad, piloto y uso real;QA;Completar tests de documentos;Estructura, obligatorios, DOCX/PDF/ZIP.;tests/documents/;LB5-032, LB7-001;PENDIENTE;Prueba/revisión indicada;Suite verde.;Test/documento/acta
LB7-008;LB-7 — Calidad, seguridad, piloto y uso real;QA;Completar tests API;DTOs, estados HTTP, errores y autorización.;tests/api/;LB6-040, LB7-001;PENDIENTE;Prueba/revisión indicada;Suite verde.;Test/documento/acta
LB7-009;LB-7 — Calidad, seguridad, piloto y uso real;QA;Completar E2E;Casos feliz, error y recuperación.;tests/e2e/;LB6-040, LB7-001;PENDIENTE;Prueba/revisión indicada;Suite verde.;Test/documento/acta
LB7-010;LB-7 — Calidad, seguridad, piloto y uso real;Normativa;Ejecutar regresión normativa completa;Repetir fixtures tras cualquier cambio.;tests/normative/;LB4-036;PENDIENTE;Prueba/revisión indicada;0 regresiones no aprobadas.;Test/documento/acta
LB7-011;LB-7 — Calidad, seguridad, piloto y uso real;Seguridad;Realizar threat model;Activos, actores, superficies y mitigaciones.;docs/security/THREAT_MODEL.md;LB6-040;PENDIENTE;Prueba/revisión indicada;Riesgos clasificados.;Test/documento/acta
LB7-012;LB-7 — Calidad, seguridad, piloto y uso real;Seguridad;Auditar dependencias;Vulnerabilidades y licencias.;"package.json; package-lock.json";LB7-011;PENDIENTE;Prueba/revisión indicada;0 vulnerabilidades críticas sin plan.;Test/documento/acta
LB7-013;LB-7 — Calidad, seguridad, piloto y uso real;Seguridad;Validar autenticación y autorización;Sesiones, expiración, escalada y acceso horizontal.;tests/security/auth.spec.ts;LB7-011;PENDIENTE;Prueba/revisión indicada;Tests verdes.;Test/documento/acta
LB7-014;LB-7 — Calidad, seguridad, piloto y uso real;Seguridad;Validar inputs y ficheros;Path traversal, nombres, tamaño, tipos y contenido.;tests/security/files.spec.ts;LB7-011;PENDIENTE;Prueba/revisión indicada;Ataques de fixture bloqueados.;Test/documento/acta
LB7-015;LB-7 — Calidad, seguridad, piloto y uso real;Seguridad;Validar secretos y logs;No exponer claves, tokens ni datos sensibles.;tests/security/secrets.spec.ts;LB6-018, LB7-011;PENDIENTE;Prueba/revisión indicada;0 fugas.;Test/documento/acta
LB7-016;LB-7 — Calidad, seguridad, piloto y uso real;Privacidad;Crear inventario de datos personales;Datos, finalidad, ubicación y responsables.;docs/privacy/DATA_INVENTORY.md;LB6-040;PENDIENTE;Prueba/revisión indicada;Inventario completo.;Test/documento/acta
LB7-017;LB-7 — Calidad, seguridad, piloto y uso real;Privacidad;Definir conservación y eliminación;Plazos, borrado y anonimización.;docs/privacy/RETENTION_POLICY.md;LB7-016;PENDIENTE;Prueba/revisión indicada;Política aprobada.;Test/documento/acta
LB7-018;LB-7 — Calidad, seguridad, piloto y uso real;Privacidad;Definir control de acceso y trazabilidad;Acceso a expedientes y logs.;docs/privacy/ACCESS_POLICY.md;LB7-016;PENDIENTE;Prueba/revisión indicada;Política aprobada.;Test/documento/acta
LB7-019;LB-7 — Calidad, seguridad, piloto y uso real;Operación;Implementar backup;Datos, conocimiento, configuración y auditoría.;scripts/backup.mjs;LB6-040;PENDIENTE;Prueba/revisión indicada;Backup verificable.;Test/documento/acta
LB7-020;LB-7 — Calidad, seguridad, piloto y uso real;Operación;Implementar restore;Restauración a entorno limpio.;scripts/restore.mjs;LB7-019;PENDIENTE;Prueba/revisión indicada;Restore reproduce estado.;Test/documento/acta
LB7-021;LB-7 — Calidad, seguridad, piloto y uso real;Operación;Probar integridad post-restore;Checksums y pruebas funcionales.;tests/operations/restore.spec.ts;LB7-020;PENDIENTE;Prueba/revisión indicada;Integridad demostrada.;Test/documento/acta
LB7-022;LB-7 — Calidad, seguridad, piloto y uso real;Operación;Configurar logs y rotación;Niveles, tamaño, conservación y redacción.;"src/infrastructure/logging/; docs/operations/LOGGING.md";LB6-040;PENDIENTE;Prueba/revisión indicada;Logs operativos y controlados.;Test/documento/acta
LB7-023;LB-7 — Calidad, seguridad, piloto y uso real;Operación;Configurar health y diagnóstico;Backend, almacenamiento, conocimiento e IA.;src/api/routes/health.ts;LB6-040;PENDIENTE;Prueba/revisión indicada;Estado observable.;Test/documento/acta
LB7-024;LB-7 — Calidad, seguridad, piloto y uso real;Rendimiento;Definir objetivos de rendimiento;Latencias máximas para operaciones clave.;docs/qa/PERFORMANCE_TARGETS.md;LB6-040;PENDIENTE;Prueba/revisión indicada;Objetivos aprobados.;Test/documento/acta
LB7-025;LB-7 — Calidad, seguridad, piloto y uso real;Rendimiento;Ejecutar pruebas de carga piloto;Usuarios concurrentes y expedientes de muestra.;tests/performance/;LB7-024;PENDIENTE;Prueba/revisión indicada;Cumple objetivos piloto.;Test/documento/acta
LB7-026;LB-7 — Calidad, seguridad, piloto y uso real;Resiliencia;Probar fallos de IA;Timeout, provider caído y respuesta inválida.;tests/resilience/ai.spec.ts;LB6-024;PENDIENTE;Prueba/revisión indicada;Fallback operativo.;Test/documento/acta
LB7-027;LB-7 — Calidad, seguridad, piloto y uso real;Resiliencia;Probar fallos de almacenamiento;Disco no disponible, JSON corrupto y recuperación.;tests/resilience/storage.spec.ts;LB7-019;PENDIENTE;Prueba/revisión indicada;Errores controlados.;Test/documento/acta
LB7-028;LB-7 — Calidad, seguridad, piloto y uso real;Documentación;Crear manual técnico;Arquitectura, instalación, build, pruebas y mantenimiento.;docs/technical/MANUAL_TECNICO.md;LB7-001 a LB7-027;PENDIENTE;Prueba/revisión indicada;Otro técnico puede desplegar.;Test/documento/acta
LB7-029;LB-7 — Calidad, seguridad, piloto y uso real;Documentación;Crear manual de usuario;Crear, consultar, validar, generar y exportar.;docs/user/MANUAL_USUARIO.md;LB6-039;PENDIENTE;Prueba/revisión indicada;Usuario puede operar sin asistencia técnica.;Test/documento/acta
LB7-030;LB-7 — Calidad, seguridad, piloto y uso real;Documentación;Crear manual de administración;Usuarios, roles, backups, logs y actualización normativa.;docs/admin/MANUAL_ADMIN.md;LB7-017 a LB7-023;PENDIENTE;Prueba/revisión indicada;Administrador puede mantener el piloto.;Test/documento/acta
LB7-031;LB-7 — Calidad, seguridad, piloto y uso real;Release;Crear CHANGELOG de V1;Cambios, límites y problemas conocidos.;CHANGELOG.md;LB7-028 a LB7-030;PENDIENTE;Prueba/revisión indicada;Changelog completo.;Test/documento/acta
LB7-032;LB-7 — Calidad, seguridad, piloto y uso real;Release;Versionar 1.0.0-rc.1;Etiquetar candidata reproducible.;"package.json; git tag";LB7-031;PENDIENTE;Prueba/revisión indicada;Build asociado al tag.;Test/documento/acta
LB7-033;LB-7 — Calidad, seguridad, piloto y uso real;Release;Crear paquete desplegable;Backend, frontend, knowledge y documentación.;"dist/; release/";LB7-032;PENDIENTE;Prueba/revisión indicada;Paquete instala en entorno limpio.;Test/documento/acta
LB7-034;LB-7 — Calidad, seguridad, piloto y uso real;Aceptación;Definir plan de piloto;Usuarios, casos, duración, soporte y métricas.;docs/pilot/PILOT_PLAN.md;LB7-033;PENDIENTE;Prueba/revisión indicada;Plan aprobado.;Test/documento/acta
LB7-035;LB-7 — Calidad, seguridad, piloto y uso real;Aceptación;Preparar datos de demostración;Expedientes ficticios sin datos sensibles.;demo-data/;LB7-034;PENDIENTE;Prueba/revisión indicada;Datos validados.;Test/documento/acta
LB7-036;LB-7 — Calidad, seguridad, piloto y uso real;Aceptación;Formar usuarios piloto;Sesión y material formativo.;docs/pilot/TRAINING.md;LB7-029, LB7-034;PENDIENTE;Prueba/revisión indicada;Usuarios completan ejercicio.;Test/documento/acta
LB7-037;LB-7 — Calidad, seguridad, piloto y uso real;Piloto;Ejecutar piloto controlado;Usuarios reales de prueba completan el flujo.;Entorno piloto;LB7-035, LB7-036;PENDIENTE;Prueba/revisión indicada;Casos completados y métricas registradas.;Test/documento/acta
LB7-038;LB-7 — Calidad, seguridad, piloto y uso real;Piloto;Registrar incidencias y feedback;Clasificar bloqueantes, importantes y mejoras.;"docs/pilot/ISSUES.csv; docs/pilot/FEEDBACK.csv";LB7-037;PENDIENTE;Prueba/revisión indicada;Feedback completo.;Test/documento/acta
LB7-039;LB-7 — Calidad, seguridad, piloto y uso real;Piloto;Resolver bloqueantes;Corregir defectos necesarios para aceptación.;Código afectado;LB7-038;PENDIENTE;Prueba/revisión indicada;0 bloqueantes abiertos.;Test/documento/acta
LB7-040;LB-7 — Calidad, seguridad, piloto y uso real;Aceptación;Ejecutar UAT final;Pruebas de aceptación del usuario.;docs/pilot/UAT_REPORT.md;LB7-039;PENDIENTE;Prueba/revisión indicada;UAT aprobada.;Test/documento/acta
LB7-041;LB-7 — Calidad, seguridad, piloto y uso real;Release;Publicar V1.0.0;Build reproducible, tag, manuales y notas.;release/v1.0.0/;LB7-040;PENDIENTE;Prueba/revisión indicada;Release firmada/aprobada.;Test/documento/acta
